Offense Parent Group,MCPP,Zipcode,Zip Code,Population,Avg. Income/H/hold
LARCENY-THEFT,NORTH ADMIRAL,98126,98126,"18,906","$47,519.00"
MOTOR VEHICLE THEFT,MORGAN,98126,98126,"18,906","$47,519.00"
MOTOR VEHICLE THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
MOTOR VEHICLE THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
TRESPASS OF REAL PROPERTY,NORTH DELRIDGE,98126,98126,"18,906","$47,519.00"
ASSAULT OFFENSES,ALASKA JUNCTION,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
MOTOR VEHICLE THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
FRAUD OFFENSES,MORGAN,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,ALASKA JUNCTION,98126,98126,"18,906","$47,519.00"
FRAUD OFFENSES,ALASKA JUNCTION,98126,98126,"18,906","$47,519.00"
MOTOR VEHICLE THEFT,MORGAN,98126,98126,"18,906","$47,519.00"
FRAUD OFFENSES,FAUNTLEROY SW,98126,98126,"18,906","$47,519.00"
LARCENY-THEFT,HIGH POINT,98126,98126,"18,906","$47,519.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
STOLEN PROPERTY OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DRIVING UNDER THE INFLUENCE,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
TRESPASS OF REAL PROPERTY,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGH POINT,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGH POINT,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ROBBERY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
TRESPASS OF REAL PROPERTY,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
WEAPON LAW VIOLATIONS,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,PIGEON POINT,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGH POINT,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGH POINT,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,PIGEON POINT,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGH POINT,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGH POINT,98106,98106,"23,317","$40,815.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
DRIVING UNDER THE INFLUENCE,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
ROBBERY,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
TRESPASS OF REAL PROPERTY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,PIGEON POINT,98106,98106,"23,317","$40,815.00"
ROBBERY,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
WEAPON LAW VIOLATIONS,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
STOLEN PROPERTY OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
MOTOR VEHICLE THEFT,HIGH POINT,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
BURGLARY/BREAKING&ENTERING,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,ROXHILL/WESTWOOD/ARBOR HEIGHTS,98106,98106,"23,317","$40,815.00"
ASSAULT OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,SOUTH DELRIDGE,98106,98106,"23,317","$40,815.00"
FRAUD OFFENSES,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
ROBBERY,HIGHLAND PARK,98106,98106,"23,317","$40,815.00"
COUNTERFEITING/FORGERY,NORTH DELRIDGE,98106,98106,"23,317","$40,815.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ROBBERY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,BELLTOWN,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,FIRST HILL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,FIRST HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,BELLTOWN,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
DRUG/NARCOTIC OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,EASTLAKE - WEST,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
DRUG/NARCOTIC OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ROBBERY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
TRESPASS OF REAL PROPERTY,FIRST HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,BELLTOWN,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,FIRST HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ROBBERY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DRUG/NARCOTIC OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DRUG/NARCOTIC OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
FRAUD OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,FIRST HILL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,FIRST HILL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,FIRST HILL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,FIRST HILL,98101,98101,"9,010","$26,995.00"
STOLEN PROPERTY OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,FIRST HILL,98101,98101,"9,010","$26,995.00"
WEAPON LAW VIOLATIONS,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,BELLTOWN,98101,98101,"9,010","$26,995.00"
TRESPASS OF REAL PROPERTY,CAPITOL HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
MOTOR VEHICLE THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
WEAPON LAW VIOLATIONS,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,BELLTOWN,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,FIRST HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
BURGLARY/BREAKING&ENTERING,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ROBBERY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
FRAUD OFFENSES,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,BELLTOWN,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ROBBERY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
MOTOR VEHICLE THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
FRAUD OFFENSES,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,CAPITOL HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,FIRST HILL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,BELLTOWN,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,FIRST HILL,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98101,98101,"9,010","$26,995.00"
LARCENY-THEFT,SLU/CASCADE,98101,98101,"9,010","$26,995.00"
